robot_id,task_type,task_duration,energy_consumption,position_coordinates,robot_speed,sensor_id,sensor_type,sensor_reading,timestamp,data_size,network_load,network_latency,packet_loss_rate,network_type,slice_id,slice_bandwidth,command_delay,feedback_delay,data_transfer_time,total_delay,signal_strength,latency,resource_allocation,error_rate
R497,Pick-and-Place,188.3624760493347,7.403210406598051,"(5.100193797280317, 7.190171545119348, 8.007834133738928)",0.9428375851121837,S3,Pressure,95.27434114604695,2025-01-21 10:16:00,1980,91.56685175829723,10.891413783870789,0.021869911415046683,Wi-Fi,Slice3,890,16.988989489399522,12.667772341865192,12.210827288334707,51.47805238746108,-47.46554896532252,13.846694011671177,91.53780184993892,0.42885436130663845
R498,Pick-and-Place,86.93223291674568,7.009888060214953,"(9.370883981064962, 0.8744908436888665, 5.579007788105093)",0.6792689307364352,S1,Pressure,76.56940689674673,2025-01-21 10:17:00,1317,71.62836253609903,11.513278942526263,0.6761392547758194,5G,Slice2,845,18.244632497463456,24.160226617425792,27.36925157894941,76.69142486657711,-60.597599054389896,10.708807923466505,80.27822293586611,0.7247042751485582
R499,Welding,127.40094843406477,4.177581059877308,"(8.175324159581207, 9.898921622398746, 4.068790626246709)",0.4120600184446977,S6,Motion,77.61652032883204,2025-01-21 10:18:00,910,88.32560537159145,9.03815086813433,2.2430662641483594,5G,Slice3,1943,11.368581527605354,26.696053359089998,11.066979890997215,58.36948492664388,-51.114690335420505,12.33059252587403,93.34945557705872,0.8453372225064139
R500,Assembly,76.74826153224984,5.66683465538892,"(0.7276237623962711, 0.9876905139875125, 4.15916532932716)",0.7359196301653101,S7,Temperature,81.27117416140811,2025-01-21 10:19:00,1913,77.27159837824246,8.99745800019268,3.8126755602701,5G,Slice2,1107,15.42183497898177,11.592325026548755,21.890967652233144,56.852009521004256,-49.47313867335923,10.54892142958488,86.7346966109576,0.32996931394469364
R501,Welding,197.1187822392993,5.857611625282583,"(8.174982565256666, 5.077841869511211, 4.958400311040241)",1.4234658424966558,S4,Pressure,93.57401395563923,2025-01-21 10:20:00,1242,72.92768078763194,9.49020164727016,4.798874908831593,5G,Slice2,1655,17.474600602539965,27.920567306499862,18.292401247929558,68.77609138233558,-44.14678480631936,7.61418017752041,89.3282294583559,0.024970900434131194
R502,Welding,120.30656217064292,6.592463377138781,"(3.6429075467357896, 2.305506490703668, 4.698085628829011)",1.017052149446861,S1,Motion,72.43563361151294,2025-01-21 10:21:00,1624,79.8112971217127,9.189771935949219,4.657051638965299,5G,Slice3,1132,15.29558349158965,14.247413106049954,27.151753515248032,61.98770455143831,-63.53554051643276,19.97840372727603,86.4961415388019,0.7029656635446435
R503,Welding,198.31901894252636,7.134224066569704,"(5.750863613851153, 1.1516391190452557, 4.1781158290150024)",0.6893566654131311,S5,Motion,86.26613166157945,2025-01-21 10:22:00,1667,80.06830924667415,10.151458820292397,2.0045136128956305,5G,Slice4,1596,15.84372579384403,23.78947798813528,29.363163324550325,77.99073366244976,-65.90129370703744,10.21452630464302,94.47711051106529,0.48970539419799786
R504,Assembly,97.90272253904254,7.9973404913244615,"(3.083550706323103, 8.844965347938635, 6.762337350404774)",0.7750080501112995,S6,Pressure,95.21607639847582,2025-01-21 10:23:00,1709,93.7233968750376,12.326612100702501,2.5139185538598587,Wi-Fi,Slice3,1825,18.96696763353274,17.229021695490836,17.938637247686973,60.00517281437672,-58.65545160122617,17.05915296164078,91.99987508833303,0.9357968408954528
R505,Assembly,156.01962893620885,4.071513936139272,"(2.1623289439099125, 0.6947998488353191, 5.703860995762268)",1.2321254467244538,S8,Motion,95.15013461780156,2025-01-21 10:24:00,1232,94.28504621521616,6.25521482371546,4.5061201148889465,6G,Slice1,1535,8.365502415385695,17.056882367470003,22.906616256590436,56.06293666358755,-47.69231780436322,10.086112227226645,86.78042860197029,0.1019683689629235
R506,Assembly,127.37866107162634,5.8024937004326755,"(4.238997519969983, 5.0921158524604255, 9.450505533946036)",1.0030241500713668,S1,Motion,75.40870391846921,2025-01-21 10:25:00,934,91.0493029676824,11.957515144250783,3.8053019198373805,5G,Slice3,836,17.91395723868044,26.43293194329,12.44577442361199,66.03560189073683,-57.57794141678673,8.805452449937162,93.04652852020888,0.43202479963374163
R507,Pick-and-Place,96.87650567381823,4.015717285688871,"(4.954591929029444, 1.0022825664288426, 7.543759555249096)",0.7036826496763515,S7,Temperature,72.61100695274662,2025-01-21 10:26:00,550,70.91944481832725,18.564992712988097,0.63896744128911,5G,Slice2,851,9.583445915321448,19.910492466236892,20.032596178461883,54.642969957233134,-59.33620444347584,16.097986993143763,87.65103783426062,0.2442301170095842
R508,Assembly,66.23792842647146,7.137766168282916,"(6.787132362153539, 4.728044641127247, 8.997596153682574)",0.7697756314836088,S1,Temperature,96.18388975238328,2025-01-21 10:27:00,1027,76.64498554821681,7.266365714080788,3.503522880936841,6G,Slice3,1748,10.775618567606175,26.729463833319425,28.999100186644082,75.53236721394428,-58.67363731013329,16.83029643847136,85.27162510206026,0.1671000877656339
R509,Pick-and-Place,72.28274981677785,7.353650924669483,"(8.555111753865077, 8.31039527107128, 7.989649025337457)",0.7984512003325263,S6,Motion,79.64109867222611,2025-01-21 10:28:00,1470,92.94506350523959,7.094634953143754,2.758896418628477,Wi-Fi,Slice1,1219,16.86774001083402,22.037026452356084,21.45987288227186,67.65652454115526,-61.68863211149733,11.961054281468549,86.75042768028031,0.58375418878307
R510,Assembly,70.86338147666086,4.580357786556553,"(6.9917743146157285, 0.22492329635540487, 8.564430446454299)",1.163837060227905,S1,Temperature,99.58540934826085,2025-01-21 10:29:00,629,82.6160609414764,18.282857581297954,4.4329330053017175,6G,Slice3,1926,10.286465383291109,18.059456002467883,10.330742491213416,47.75062388515188,-59.22419792832456,13.706272486702206,81.10944780906433,0.17499682875058398
R511,Welding,145.2162539035921,7.801136200681942,"(9.987500343913169, 3.718601153330944, 2.988030640832746)",1.3441916606750066,S5,Motion,97.41388778279887,2025-01-21 10:30:00,891,78.88349270548868,13.614055703856309,4.165284706321068,Wi-Fi,Slice3,1004,7.16713544891908,14.65944424156078,28.109789549826512,55.12083568486022,-63.40597864114229,9.643540283573472,89.25326107949593,0.5341016900858655
R512,Welding,71.2443027123343,7.54794827809328,"(1.9835646824933306, 7.485843470035328, 2.8222859611811115)",1.294195313828079,S6,Pressure,92.68214830665285,2025-01-21 10:31:00,904,78.22113220522473,14.802333980873714,1.39797185261616,5G,Slice4,1593,18.27678981361469,10.898709049054524,13.361811707059505,48.12467027109301,-64.60920716046091,19.552815864594088,88.27482873185684,0.4681123904549268
R513,Pick-and-Place,74.92669819275929,5.382323493394789,"(1.4838537821747766, 6.360403551318859, 9.494954317391617)",1.4964071473238199,S7,Temperature,87.97037911343837,2025-01-21 10:32:00,1379,70.39733482850009,13.053519057806328,2.8052641976193953,Wi-Fi,Slice1,1516,11.04130428121163,11.519205739298338,23.908142971786113,52.732366336038346,-60.65783064865366,6.816219473621941,92.96988670834838,0.4934442792827386
R514,Assembly,62.629805652205455,7.895741623952779,"(1.9338265949882494, 8.221392091001029, 5.6185065304529855)",0.6909193732906965,S2,Motion,76.26511061355951,2025-01-21 10:33:00,692,87.47215212792669,18.5625282432159,4.026240434817192,5G,Slice2,1939,14.665942434227986,24.281086613109146,15.852254548469308,61.41095015480881,-56.86006756313338,9.611932595502891,94.77406803456296,0.8140519264214297
R515,Welding,82.71816015827045,7.57016945012758,"(0.6056284341263352, 8.868206673435218, 7.152214760582009)",0.44035240593399655,S4,Temperature,76.46827189246571,2025-01-21 10:34:00,966,93.39678229911145,18.014660493679997,1.6632381766707298,Wi-Fi,Slice2,1889,12.638678757543127,23.885494928717257,12.236007424678743,56.58662591070904,-62.539245715865945,11.475753275399168,89.51075762460079,0.2569859378537811
R516,Pick-and-Place,61.43273989722605,4.088638142178086,"(0.08349737513769662, 1.1035505655787547, 2.394887145701299)",0.6433436656005291,S8,Motion,79.1801831562683,2025-01-21 10:35:00,1395,83.63906360419395,17.869361830962625,3.390301883938376,6G,Slice1,1704,19.629410771450694,24.088110883251503,24.24383456506408,73.43478309340588,-48.03704890531925,16.090164994329573,89.89617527609948,0.22843629599787507
R517,Welding,174.54968019186484,4.0226084193647385,"(9.91997009014851, 1.8289377232919923, 4.702489856599762)",1.3592327083271534,S2,Pressure,99.91613523552037,2025-01-21 10:36:00,656,74.42838636982506,10.454416231567354,1.86732108396361,5G,Slice4,1733,6.721794179909186,24.519375586566944,11.034909593382023,47.42703943654409,-66.83998317265107,19.482284855119012,94.11295321842046,0.19392782028068045
R518,Pick-and-Place,132.17657917051991,6.27881852814164,"(2.2159343043944735, 7.5662278808994525, 3.0955316940265076)",1.4143444580823514,S6,Motion,83.09053582910835,2025-01-21 10:37:00,1622,74.71220124846596,17.089294525662243,0.6531224153829568,Wi-Fi,Slice2,1333,5.632256254444013,19.081106452190983,26.024198004872577,59.5959012430613,-42.414081132615024,12.998009965535603,81.500970073498,0.5886889743360161
R519,Welding,178.11131591398967,5.044507389445823,"(0.9770321110107494, 6.159320070866688, 4.34690392663586)",0.8690848748216752,S9,Motion,71.89100957499285,2025-01-21 10:38:00,1619,70.76420918369075,19.548370128226452,4.623544960227852,Wi-Fi,Slice4,1167,12.978364364886497,29.082612061151504,28.04692112855173,79.05911993409546,-57.78005230457222,13.465088347732602,91.89368711324971,0.27301199554003175
R520,Welding,187.48575103216473,4.059320649726832,"(8.091032168230461, 9.384620531246687, 7.893004491081501)",0.5432139058574035,S4,Motion,91.79814293132988,2025-01-21 10:39:00,1428,85.74181629649718,19.80370571327318,1.9902158705204787,5G,Slice2,1547,7.318460099748242,27.728900227945147,15.49938732905898,56.23896082908008,-66.40699204267345,15.49984751828238,80.09124966372438,0.47130440175650823
R521,Assembly,160.5533192973798,4.444388835383962,"(2.438390996959404, 2.9787633152279334, 5.603798601367683)",0.8377530050253462,S5,Motion,83.32193474261594,2025-01-21 10:40:00,1688,82.48028758833166,10.054471817702447,1.4790668137567986,Wi-Fi,Slice4,1315,13.410676087269774,26.3575327577618,23.837620923674994,71.92114501435253,-54.197635125851804,6.439336324198849,86.03012707476292,0.9573168512905521
R522,Pick-and-Place,169.1947083344291,5.9115092226122306,"(4.29882758124848, 0.1102808426890034, 9.26557115141838)",1.0636386662278374,S5,Pressure,97.4479570531089,2025-01-21 10:41:00,1643,72.8698991749541,5.720034539451939,2.835399852867655,Wi-Fi,Slice2,1053,17.345424631936467,14.618807184414674,11.968750980019816,53.83008536475896,-61.11926345438169,18.06337685701709,80.06190732011906,0.021024807219602204
R523,Pick-and-Place,93.4200557509089,6.759365133743858,"(5.655643255679543, 0.7748579745049144, 1.6262829631571707)",0.8268541970642558,S5,Pressure,82.4821070665984,2025-01-21 10:42:00,1737,82.10857255680313,6.362572715921212,0.6446865270990859,5G,Slice1,1300,16.27057655803254,17.4011607209232,13.467785616826596,52.63145035831719,-60.180604335109365,7.04204660525767,82.3456041879996,0.6838839734462702
R524,Pick-and-Place,66.90087986333262,6.777423555981084,"(8.322257835039055, 8.463487798664232, 6.784635490771606)",1.449417384531106,S2,Motion,74.73480943899395,2025-01-21 10:43:00,1178,77.74396408146552,7.943234767554429,2.7406003249090922,Wi-Fi,Slice4,1015,8.866100919672778,25.03597889037417,11.899732899546242,52.40563477970169,-58.38533817838051,14.33890694844035,82.37198968579047,0.8606044903497095
R525,Assembly,63.96541005658387,6.781115605469641,"(8.075025251138229, 6.63556919558561, 1.513609513919435)",0.5136228143079075,S8,Pressure,81.75183290893534,2025-01-21 10:44:00,1435,94.19500616857519,15.858840067895981,2.0589386960387834,Wi-Fi,Slice1,1706,7.333854865775118,29.200253145054372,10.755684436244925,57.17795412982678,-69.86066550745034,18.105029834769972,84.60987771481624,0.9385888581772965
R526,Welding,135.73615082802536,7.5693538808832335,"(6.7998551012821355, 7.199892310327243, 0.8496983743224928)",0.5171628007349817,S9,Motion,97.13130500982979,2025-01-21 10:45:00,1779,81.22388593695594,19.68872418052978,4.799171906994384,6G,Slice2,1977,17.71417061323474,14.213607946551257,22.485808015665395,59.77699815340046,-44.89867838249615,7.618188252552448,81.06222052078647,0.4002190955388112
R527,Assembly,154.60433572298564,7.2262505285216125,"(2.965095001421311, 5.101385419104019, 6.676739510082869)",0.4288825006908967,S6,Motion,77.57785279357401,2025-01-21 10:46:00,672,78.46699011142577,16.355178016210402,2.7194684824632054,Wi-Fi,Slice2,1231,9.387110498353362,25.725646145804504,25.04884012896106,66.20579885523289,-64.09629599224601,14.638698737068111,86.87124034513596,0.7922899533309022
R528,Assembly,161.70179013503832,4.382144830544949,"(3.9602434630234615, 9.832414364723988, 8.084602894771484)",0.5759348826036216,S8,Pressure,85.69549202554649,2025-01-21 10:47:00,1213,88.92486898724138,16.242899132118644,2.5493702815320143,Wi-Fi,Slice4,1152,8.394564292268518,10.34651943511394,21.498211764142123,46.30136915414066,-63.75019246815876,6.8807184301472075,82.8439323526504,0.031789149555137675
R529,Pick-and-Place,106.39517945196923,7.908966260001796,"(8.634431335103335, 3.230435846186024, 4.637805973609228)",0.8565859419085791,S3,Motion,98.73457971439777,2025-01-21 10:48:00,1762,93.0118075153472,15.859763978722269,3.3097479323994667,5G,Slice1,1863,5.485630659116121,21.72477344059789,21.075531251984962,55.01913751151494,-63.95457623727675,17.113333264989514,80.80793171682645,0.06967286442358778
R530,Welding,145.70097502587464,6.197005085511577,"(2.730287956758594, 2.4450749734442523, 1.3705968353658127)",1.3339779623938415,S2,Temperature,75.59533037512179,2025-01-21 10:49:00,536,78.49739552904583,18.499271058596392,0.24895126593854566,5G,Slice2,1056,6.693041264702332,18.62491582360554,23.739121384555816,55.5034905950735,-44.50974077796626,11.56423443107525,94.52342076442615,0.9541556694437
R531,Assembly,161.18668459755753,5.0700474294154665,"(8.200593657462536, 9.95608711514426, 0.7661981392964867)",0.9203386375920704,S4,Pressure,78.99188454162774,2025-01-21 10:50:00,1556,84.87420893353675,19.609108753598857,1.6377363546924646,Wi-Fi,Slice4,1629,13.68901744362799,21.57390157435293,14.138057897018115,58.379183639426316,-51.050665317655096,9.766407602374315,83.48277175205438,0.8787501388344935
R532,Assembly,108.67404380564759,7.051421911585487,"(6.079711675981625, 1.0258456033102081, 8.52236524975911)",1.0615043896890732,S2,Pressure,75.25524591112543,2025-01-21 10:51:00,1984,81.32891860762567,7.343661713778751,4.787636139054233,5G,Slice1,1983,15.353099975312029,18.466728849327634,28.465648314062896,67.6500621983376,-45.902227849631444,8.22849098158599,84.86041933450772,0.5194297289673083
R533,Pick-and-Place,114.83726857151751,4.615897404662736,"(3.768196061479708, 6.281826045103552, 5.472374278792835)",0.6542934714511337,S4,Temperature,81.30685050655642,2025-01-21 10:52:00,644,81.16498253371567,9.150799963134489,0.521733066627803,Wi-Fi,Slice4,1416,14.965631162773434,23.62275398144781,10.759956746094844,57.37598826477245,-55.456658197286586,6.5866836034110054,84.16883016154038,0.8903144562136512
R534,Pick-and-Place,144.538631125378,5.749532969971959,"(8.230955802956338, 9.238272063646527, 6.3914473812314565)",1.3028606940901943,S9,Motion,97.18335254339974,2025-01-21 10:53:00,1720,75.83488629321016,19.118885962664717,2.9439726459011477,6G,Slice4,1759,17.708242516400226,19.59061105442578,28.48163868181527,75.62785635477721,-54.922990696318074,7.634371719932573,89.87933763444641,0.9754382898535706
R535,Welding,61.76296577344927,7.5928940753286485,"(5.813392169322986, 3.5182689708681147, 2.325946369638504)",1.078574361586898,S3,Motion,99.49647959961237,2025-01-21 10:54:00,584,82.2928143372518,6.9161414531403365,0.02486242661174587,6G,Slice1,1789,9.925281107160773,11.505444820072077,11.467215190338392,38.87713732704241,-55.4424023622032,16.77161481744184,87.28243836748808,0.33547661056086975
R536,Welding,95.98079008639881,7.40084392640795,"(3.555435062567456, 2.2958730889251635, 1.7580988341059023)",0.7548362339536692,S9,Temperature,70.98722568942915,2025-01-21 10:55:00,835,89.29524440674989,18.47343789744245,1.6685742423789645,6G,Slice3,1283,6.425976848855908,23.480459887871874,12.667931778816186,51.973895682082926,-54.67860139164906,6.23440311526964,89.2508616905011,0.009109943882201654
R537,Pick-and-Place,153.50043111355527,7.114212102074168,"(7.761394036915221, 5.350737497792146, 7.974889777130172)",1.0553882856289667,S6,Pressure,98.70182883743388,2025-01-21 10:56:00,950,90.58632634398302,19.725908260724886,2.055212827104653,6G,Slice3,1174,16.106796835753848,18.929558153661624,11.370151346831047,52.24952464315923,-46.26106762648163,14.725596135770921,88.547382159982,0.1676219707554013
R538,Welding,190.20094077664328,6.828550071742746,"(3.297121754142036, 3.9075034770909323, 7.4080936473274415)",1.0616182109693282,S8,Motion,89.39291733976009,2025-01-21 10:57:00,1678,88.21605809292251,14.685655171184559,4.928723510050147,6G,Slice2,957,6.220854749494744,10.228653533444081,18.54901066484971,42.05020691946739,-40.34830364080411,12.047031135465193,83.84627554363131,0.8912294410314674
R539,Welding,129.45703717980228,5.723682257403991,"(9.543646155515045, 2.0572482752966637, 3.116832568459613)",0.7385720311027173,S6,Motion,99.67537699803499,2025-01-21 10:58:00,1619,78.19873920803715,11.343051735952065,3.347403731929657,6G,Slice4,905,18.196970859678792,27.14400668649068,17.501087737710723,70.15206282070123,-69.62835034288733,10.990930220653262,86.90640233549902,0.9069742930684787
R540,Assembly,120.43841701189866,7.877398457679301,"(1.4032351976782609, 5.87366779457486, 2.0097403279123958)",1.2690815396596022,S3,Motion,97.36193358629167,2025-01-21 10:59:00,1878,72.5900967392388,6.928802193969101,0.45707188384845554,5G,Slice3,1938,6.58363463329195,13.766937465789002,20.009897901532277,49.32661839197984,-65.49539067448374,14.895972983911356,84.85366406059268,0.3412020723921535
R541,Welding,181.0599548025423,4.268270606161156,"(6.50307157307256, 1.2009070657155119, 0.05663000525796713)",0.4569617883373742,S2,Motion,97.25390542781182,2025-01-21 10:00:00,658,76.31699069348373,9.907874087433694,2.6856037414336997,6G,Slice3,1961,7.179375679486724,19.276594636332643,25.496555333092427,58.639173304428866,-51.00679531846805,5.753196821863591,89.13033140793976,0.152652980000607
R542,Welding,109.76292490126698,5.126215450912783,"(8.40888976711485, 0.5014402307181021, 3.966087993343448)",0.8070038946325346,S1,Temperature,92.52785180550167,2025-01-21 10:01:00,1725,91.61032477667321,15.399116411130777,3.124581310930397,Wi-Fi,Slice3,961,13.612429994143744,20.01510549481972,19.791218124552117,60.69928061110165,-63.83111573403156,16.33564883738589,86.77004049108933,0.9585162750026057
R543,Welding,155.58413754778576,7.762868318556434,"(6.634583230160925, 8.712729076173947, 8.27480959757006)",0.7961294870379043,S8,Temperature,70.11148300815952,2025-01-21 10:02:00,1293,75.76054929535843,16.156052224286682,2.640292109460623,5G,Slice3,1553,13.107938766334035,13.795735548691528,13.73744428806911,48.5239384202077,-49.43582244863977,6.805999500219319,81.84184852856335,0.5653026914604504
R544,Assembly,196.0858931847273,4.571139400558259,"(1.0112518818165828, 1.122115392472729, 5.7312792327256465)",1.2590718407898578,S9,Temperature,83.03260414354989,2025-01-21 10:03:00,1496,86.64184340573227,8.97637102891175,2.85280025870449,6G,Slice1,1819,13.904102390737512,15.346894243177067,22.918330528110282,62.099186881776575,-68.52839282236619,18.297960060577516,88.43423754151284,0.25209865956229993
R545,Pick-and-Place,127.66960242824585,5.326761006693543,"(1.8149762827084115, 2.444522102566621, 8.328490415914425)",1.0758510102488825,S7,Temperature,76.95905356473358,2025-01-21 10:04:00,527,73.87899447345873,13.650099766388017,4.131346195873132,5G,Slice3,1239,9.62591887947719,27.537171660523434,25.634445319759195,67.87461169014252,-45.49418558376932,9.50790135857744,82.24510196875401,0.22633083973707457
R546,Pick-and-Place,162.18818813176085,7.4845526006486205,"(9.70064537020164, 9.265998807715683, 7.9741790883324875)",1.107819125470301,S3,Pressure,82.96251138556204,2025-01-21 10:05:00,793,75.44164690164845,7.050426117335544,2.756652748461506,Wi-Fi,Slice1,1661,15.20320056400502,15.846666225667649,16.60622010793693,56.06365957482129,-59.51657077649115,8.189347844289696,85.6150423054511,0.27208415757797766
R547,Pick-and-Place,171.36368748709145,5.551945920381289,"(3.835812525432579, 0.157165830192878, 4.578352625580687)",0.4278714182427636,S7,Pressure,71.9240575671215,2025-01-21 10:06:00,1976,84.54451527314303,9.851410329833229,2.5811550470845708,6G,Slice2,1537,7.0135762864061535,11.483452605698448,29.84343428896819,56.61843293729699,-53.73710472405044,16.48247750607949,92.60115739531587,0.8067147680447275
R548,Pick-and-Place,102.84818340952026,6.670336087194243,"(7.054088739734839, 9.370096995121438, 2.2483857471797455)",0.9150393556967661,S6,Temperature,72.40276482640736,2025-01-21 10:07:00,1961,78.03380764538063,19.843472123567103,0.7884433603657365,5G,Slice3,1798,19.832564491701405,25.6591553193456,11.428024021738139,66.28180971521866,-51.00090020803986,18.358906401828637,85.12564530695343,0.4645188648117188
R549,Pick-and-Place,116.5628144007939,4.0646781598180795,"(5.9166882059350385, 0.12657828484162192, 0.012036139090179088)",1.0777084183642902,S7,Temperature,75.75662649154286,2025-01-21 10:08:00,1196,71.34242969848435,9.701083422118344,0.7471595107100953,5G,Slice1,1044,13.05619311196385,26.988085099344136,10.989700271077416,60.48011145070251,-50.03581104588102,14.251071208623543,89.38850349385989,0.29626983595446943
R550,Assembly,74.12443229482025,6.4222810955757215,"(6.798728739471748, 6.4293120816076, 8.611302430447813)",0.935068418528679,S9,Temperature,78.68215392113238,2025-01-21 10:09:00,1212,94.79285571968592,9.53701740477269,3.174948307982252,5G,Slice1,1322,9.407554334329408,25.118546899944747,17.650034613714688,59.231940677220585,-49.818624205396894,16.764286576107033,90.00299954180838,0.8998795205711521
R551,Assembly,68.33366756205515,6.326033238496289,"(1.3018934920080238, 9.673191722305912, 8.114075027006562)",0.5206961813718322,S3,Motion,74.8532006915411,2025-01-21 10:10:00,842,70.87264647682773,13.124622617495797,1.9392254984292345,5G,Slice3,936,10.719659599281169,26.83916908836697,28.137927832676553,71.05620379332477,-50.96349577415119,15.2657813688811,88.00654913648036,0.6669848614695459
R552,Welding,183.40534708313783,6.55479637953269,"(3.8765990055879906, 4.257616149303052, 0.7532143216740483)",0.43460291477062873,S6,Motion,94.04973288424192,2025-01-21 10:11:00,544,76.93439533333253,12.13838766244236,2.3538011083385113,6G,Slice1,1799,12.954991341044515,21.976680293011682,28.716019521092417,72.5343583803017,-65.44022315665968,7.612733099793921,81.50742138859631,0.7381817272209178
R553,Assembly,198.09080623756336,6.088093670657395,"(8.264149288488818, 5.764398586427876, 8.74086712527437)",1.1931231432330267,S6,Pressure,86.95368012949152,2025-01-21 10:12:00,695,75.04261393466105,9.646587270860735,1.2016144037241534,5G,Slice2,1892,13.626688504090422,24.763837946489982,19.802384722535642,63.33720073979667,-68.07413542006557,13.068845469018287,90.78183552230038,0.2153305275287315
R554,Pick-and-Place,177.97729219118662,5.137278747913166,"(7.146917339147569, 5.678387463393058, 9.77038753616442)",0.7001049357682225,S1,Temperature,82.33122341723835,2025-01-21 10:13:00,1431,72.13145561592151,8.670527677244877,4.27654184092006,6G,Slice4,1291,7.697666702533119,15.701989987659882,19.10103409616277,48.95394243318262,-62.992627506344014,16.039767331356195,80.11767381860935,0.5392305273364831
R555,Assembly,97.27196008444554,6.413166042448069,"(6.689001056186178, 6.5502469640509, 4.458496341987177)",0.7812357866633572,S1,Temperature,79.63765520241738,2025-01-21 10:14:00,1566,71.79518863613673,6.41413966848404,2.9143468059602142,5G,Slice4,1323,15.818076874429154,13.01319476415337,27.663313559512353,62.32978601619497,-63.316451073701195,6.920827077453207,86.60538811953224,0.8877092317523098
R556,Assembly,132.97791296486167,7.685590352000785,"(6.396167324320619, 1.729224976272612, 6.827569247335199)",0.8699233300100181,S3,Pressure,92.02192105069324,2025-01-21 10:15:00,1275,90.34959936433272,15.832333689749417,3.0753667000925535,6G,Slice1,1523,10.852560729075847,15.68271728410797,24.658445192611385,56.73726810393596,-47.43821894648895,5.6855723695788125,83.03026755983589,0.7919649919646029
R557,Pick-and-Place,85.33622895692032,7.18903610259243,"(4.569803596280049, 3.2827229355815124, 1.582392626742135)",0.5843756817612924,S6,Temperature,93.35479298360137,2025-01-21 10:16:00,1820,88.5941836843386,15.678231278439338,0.29215495427287574,5G,Slice1,868,18.556186559134126,28.14234838360265,23.964659796262602,80.29413934619663,-45.65640908758928,17.42807863890574,88.545617758549,0.3060591982161759
R558,Pick-and-Place,114.78711877620222,6.238460023060305,"(6.849367482413093, 9.637751822072286, 9.308436696831945)",1.027139672311806,S8,Temperature,97.6952808536899,2025-01-21 10:17:00,746,70.14086899653573,5.446996455943749,2.816746811864819,5G,Slice2,1677,8.728040030192545,11.826177551563216,25.000303584573906,51.432598837985495,-58.84312001376472,5.424273924364696,82.05601913810672,0.17320363075991208
R559,Pick-and-Place,161.75460973331312,7.173251385599607,"(6.709823412695184, 6.698333388162886, 6.673617974918081)",0.9654470686460247,S1,Temperature,91.90585798484665,2025-01-21 10:18:00,676,80.49673977175767,14.19925020262848,3.808374526970918,Wi-Fi,Slice4,1875,19.028754715914992,15.981286192176862,17.183278772679063,60.7818364893176,-51.660834488338395,7.677993568095722,85.64220965015735,0.46783801312471496
R560,Assembly,87.77675095914655,6.930479285849037,"(6.141151544624474, 2.063388785820889, 1.4506539464042356)",0.5327560356781701,S5,Motion,77.51119152120933,2025-01-21 10:19:00,532,79.73882839065239,15.370247964142436,3.4751968824870194,Wi-Fi,Slice3,1617,10.388467109325845,15.854488756795437,13.487134153017433,48.68795956378885,-41.3375750576171,11.204671322680973,94.28631042130185,0.8237976154350342
R561,Pick-and-Place,113.43937467309583,5.49932227835012,"(2.442044731879488, 4.307053316984052, 4.733458809276183)",1.2186438400902384,S8,Pressure,94.74840788381672,2025-01-21 10:20:00,727,92.40494495698489,6.631799133268412,2.3645702226706926,5G,Slice4,1356,13.887296069478875,15.955741464585977,11.109814421421213,45.96548970464561,-66.96546826244715,16.883760502460273,94.42146968575005,0.42696619928121926
R562,Pick-and-Place,117.97527149735944,6.455980496139269,"(2.1349739391099587, 2.9143908330212778, 8.545465017352898)",1.498910407835755,S6,Pressure,93.79512459982125,2025-01-21 10:21:00,1470,72.51002858439003,19.201572221540314,0.39024764199945994,5G,Slice3,1355,13.349358773599038,14.264283913202888,23.762207985013035,61.17444911748166,-56.24722377865253,12.844374163523408,83.59717505853322,0.8918679837510811
R563,Pick-and-Place,170.0815639120476,6.171094008639216,"(9.567968245086307, 1.538500553672768, 4.7849085989521845)",0.9913662773990545,S1,Motion,82.32331268572872,2025-01-21 10:22:00,1627,73.16646164795654,10.196769610145907,1.6953842419344318,6G,Slice3,1226,6.759076543308659,23.073653313142707,27.02073877070045,66.51150910448143,-40.82264747021573,16.71675269313521,82.09553642437854,0.8531118242367245
R564,Welding,162.1875839309309,6.125072019843343,"(8.286061336487837, 4.255057328396886, 0.6179381074002077)",1.012506081970718,S1,Pressure,98.96552897058768,2025-01-21 10:23:00,1834,80.87529818593688,14.34886264509697,3.3315266156414616,Wi-Fi,Slice2,1297,9.441419253700566,20.03157299812912,27.33216457858318,65.77880353409427,-41.11778241829465,6.078291842783054,84.02489103446509,0.08020770781372599
R565,Assembly,193.51190313485796,7.134490969773719,"(6.5992429525906, 5.176480890176051, 1.6736753072665134)",1.4763023394027126,S2,Pressure,96.15629141196564,2025-01-21 10:24:00,1026,92.18227504443324,5.164488740846709,4.431478723756999,Wi-Fi,Slice2,1001,17.716854055443115,27.277335119764167,21.924621596847,74.79097955853608,-45.60639182135742,16.794643290654196,93.35158210164056,0.5527474475967035
